question_image,correct_answer,explanation
https://www.indiabix.com/_files/images/puzzles/10-13-q-21.png,G,"Starting with the letters in the top row, and following straight lines through the middle circle, subtract the numerical value of the middle letter (G) and write the letter with the corresponding numerical value in the lower circle."
https://www.indiabix.com/_files/images/puzzles/10-13-q-22.png,Y,"Starting with the bottom left letter and moving in a clockwise spiral towards the centre, letters advance through the alphabet in steps of 4, 5, 6 etc."
https://www.indiabix.com/_files/images/puzzles/10-13-q-24.png,E,"Starting with the bottom row and moving up, one row at a time, the sum of the numerical values of the letters starts at 26 for the bottom row, then 24, 22 and 20 as you move up."
https://www.indiabix.com/_files/images/puzzles/10-13-q-25.png,X,"Starting with the bottom right hand corner, and moving in a clockwise spiral towards the centre, letters advance through the alphabet, skipping 4 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-13-q-28.png,P,"Starting in the top left corner and moving clockwise in a spiral towards the centre, letters follow the alphabetic sequence, skipping 5 letters at a time, written in alternate squares of the diagram."
https://www.indiabix.com/_files/images/puzzles/10-14-q-4.png,C,"The sum of the numerical values of pairs of letters, opposite each other in the diagram, is always 20 (the numerical value of the central letter)."
https://www.indiabix.com/_files/images/puzzles/10-14-q-6.png,M,"In each diagram, start with the upper left box, and move anti-clockwise around the others. Letters advance through the alphabet in steps of 7 for the upper left diagram, 8 for the middle, then 9, then 10."
https://www.indiabix.com/_files/images/puzzles/10-14-q-7.png,B,"Starting at the top and working down, letters move through the alphabet in steps of 8 letters, then 9, then 10 etc."
https://www.indiabix.com/_files/images/puzzles/10-14-q-9.png,K,"Split the diagram in half horizontally and vertically. Start in the top left square of each quarter, and move clockwise around the other squares in the quarter. In each quarter, letters advance through the alphabet in steps of 2 for the upper left quarter, 3 for the upper right, 4 for the lower right and 5 for the lower left."
https://www.indiabix.com/_files/images/puzzles/10-14-q-10.png,U,"Start with the D on the outer left of the diagram, and move clockwise around the outer segments, then start on the N anti-clockwise around the inner segments. Letters advance through the alphabet in steps of 3, then 4, 5, and 6, repeating this sequence."
https://www.indiabix.com/_files/images/puzzles/10-14-q-11.png,J,"In each circle, the reverse alphabetical value of the lower letter equals the sum of the alphabetical values of the top 2 letters."
https://www.indiabix.com/_files/images/puzzles/10-14-q-12.png,B,"Start at the top left and move down the left hand column, then move one place to the right and up the next column etc. in a snakes and ladders pattern. Letters are written in alternate spaces, in steps of 7 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-14-q-15.png,R,The sum of the numerical values of letters in opposite segments of the circle is always 22.
https://www.indiabix.com/_files/images/puzzles/10-14-q-18.png,H,"Starting at the top and moving down, the sum of the numerical values of the letters in each oval follows the sequence 20, 22, 24 etc."
https://www.indiabix.com/_files/images/puzzles/10-14-q-20.png,M,"Start with the top left square, and move clockwise around the others. The sum of the numerical values of the letters in each square equals 20 for the top left, 25 for the top right, 30 for the bottom right and 35 for the bottom left."
https://www.indiabix.com/_files/images/puzzles/10-14-q-21.png,D,"Start on the bottom left and move up to the top, then to the right one space and down to the bottom. Letters follow the alphabetic sequence alternately in steps of 6, then 8. Starting on the bottom right and moving up to the top, then left one space and down to the bottom, letters in this half follow the same pattern."
https://www.indiabix.com/_files/images/puzzles/10-14-q-23.png,N,"Starting at the top left hand of every diagram, move around the outer circles in an anti-clockwise direction. Letters are written in alphabetic sequence, in steps given by the numerical value of the central letter."
https://www.indiabix.com/_files/images/puzzles/10-14-q-25.png,E,"Starting on the left, and moving to the right, letters are written in alphabetical order, moving forward 8 places, then back 2, then forward 7 places and back 3. Repeat this sequence to the end of the line."
https://www.indiabix.com/_files/images/puzzles/10-14-q-29.png,W,"Start with A on the left hand side, and move in a clockwise spiral around the diagram. Letters advance through the alphabet in steps of 6."
https://www.indiabix.com/_files/images/puzzles/10-14-q-30.png,Z,"Starting on the left and moving right, letters are written in alphabetical order, using every other letter written with only straight lines."
https://www.indiabix.com/_files/images/puzzles/10-15-q-3.png,I,"Start with the outer top left segment, and move around the circle clockwise, then move in to the middle segments and move anticlockwise. Following this path, letters advance through the alphabet in steps of 7 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-15-q-6.png,S,"In each grid, start in the top left and move down, then right one space and up etc. in a snakes and ladders pattern. Letters advance through the alphabet in steps of 5 for the top left grid, 6 for the top right, 7 for the bottom left and 8 for the bottom right."
https://www.indiabix.com/_files/images/puzzles/10-15-q-8.png,F,"In each shape, start at the bottom left and move up, then diagonally down to the right, and finally up the right hand column, in an N shape. Letters move through the alphabet in steps of 4, 5, 6, 7, 8, and 9."
https://www.indiabix.com/_files/images/puzzles/10-15-q-14.png,Z,"Start at the top, and work left to right in rows, top to bottom. Letters advance through the alphabet in steps of 10, 11, 12, 13 etc."
https://www.indiabix.com/_files/images/puzzles/10-15-q-17.png,I,"Start in the bottom left hand corner of the diagram and, moving around the whole diagram, work in a clockwise direction, around the outer squares. Letters are written in alphabetical order, in steps of 7 letters at a time. For the single square still remaining in each group of 4, add the numerical values of the other 3 letters in the square together to give a 2 digit number, and add these separate digits together, and put the letter with this numerical value in the central square."
https://www.indiabix.com/_files/images/puzzles/10-15-q-18.png,M,"Start with the top row, second square from the right, and move down and to the right in diagonal lines, advancing across the diagram to the left. Letters are written in alphabetical order, in steps of 5 at a time."
https://www.indiabix.com/_files/images/puzzles/10-15-q-22.png,B,"Start at the top, and move diagonally down and to the right. Letters advance through the alphabet in steps of 5 then 6. Continue this pattern, starting with the next circle down on the left etc."
https://www.indiabix.com/_files/images/puzzles/10-15-q-23.png,S,"Start with the letter in the top left, and move clockwise around the square. The numerical value of the letters follows the sequence of prime numbers, from 2 to 19."
https://www.indiabix.com/_files/images/puzzles/10-15-q-25.png,A,"Starting in the top left, and moving in rows, left to right, top to bottom, letters advance through the alphabet in steps of 6, 7 and 8."
https://www.indiabix.com/_files/images/puzzles/10-15-q-27.png,O,"Start on the left of the middle row of letters, and move to the right, across all four diagrams. Letters advance through the alphabet in steps of 2, 3, 4... etc. In each separate diagram, letters also follow a sequence, moving from top to bottom, through the centre, with the value of the letters increasing by 2 each time for the left hand diagram, then 3, then 4, then 5 for the right hand diagram."
https://www.indiabix.com/_files/images/puzzles/10-15-q-29.png,J,"Start on the top left of the left hand diagram, and move in horizontal lines, from left to right, top to bottom, across all 4 diagrams as a whole. Letters advance through the alphabet in steps of 7, then back 2, repeating this sequence all the way around."
https://www.indiabix.com/_files/images/puzzles/10-16-q-1.png,Y,"Starting with the G and moving clockwise, letters advance through the alphabet in steps of 3 letters, then 4, then 5 etc."
https://www.indiabix.com/_files/images/puzzles/10-16-q-2.png,V,"Starting on the top left of each outer square, and moving clockwise around the corners of the squares, letters advance through the alphabet in steps of 4 for the upper left square, 5 for the upper right, 6 for the lower right and 7 for the lower left. Additionally, the letters bounded by the central square take the inverse alphabetical value of the original letter."
https://www.indiabix.com/_files/images/puzzles/10-16-q-6.png,B,"Start on the top left, and work through the diagram in columns, from left to right. The sum of the numerical values of the letters in each column starts at 20, then increases by 1 as you move one column to the right."
https://www.indiabix.com/_files/images/puzzles/10-16-q-7.png,S,"Starting at the top left of the diagram, and moving in a Z shape, letters advance through the alphabet in steps of 5."
https://www.indiabix.com/_files/images/puzzles/10-16-q-14.png,Y,"Start with the top point of each star, and move clockwise around the other points. Letters advance through the alphabet in steps of 5 for the left hand star, 6 for the central star, and 7 for the right hand star."
https://www.indiabix.com/_files/images/puzzles/10-16-q-15.png,Q,"Working in columns, add the numerical value of the top and middle letters together to give the numerical value of the lower letter."
https://www.indiabix.com/_files/images/puzzles/10-16-q-19.png,M,"Start with the letters in the top left circle, and move around the other circles in a clockwise direction. Letters advance through the alphabet 6 letters at a time, with the relative positions of each letter moving one place clockwise each time."
https://www.indiabix.com/_files/images/puzzles/10-16-q-22.png,Y,"Start at the top to the left hand triangle, and work across the whole diagram in horizontal lines from left to right, top to bottom. Letters are written in alphabetic sequence, skipping 3 letters each time."
https://www.indiabix.com/_files/images/puzzles/10-16-q-24.png,Z,"In each star, start with the letter in the lower left hand point, and move around the other points in a clockwise direction. Letters advance through the alphabet in steps of 6 for the left hand star, 7 for the one in the centre, and 8 for the right hand star."
https://www.indiabix.com/_files/images/puzzles/10-16-q-25.png,N,"Start on the left, and move to the right. Letters advance through the alphabet in steps of 2, then 3, then 4 etc."
https://www.indiabix.com/_files/images/puzzles/10-16-q-26.png,T,"In each triangle, start with the bottom left letter, and move clockwise around the other points. Letters advance through the alphabet in steps given by the numerical value of the letter at the centre of the triangle."
https://www.indiabix.com/_files/images/puzzles/10-16-q-28.png,4,"Splitting the diagram in half horizontally and vertically, each quarter contains the alphabet written in sequence, with the relative position of this sequence rotating 1/4 turn anti-clockwise as you move clockwise around the quarters."
https://www.indiabix.com/_files/images/puzzles/10-16-q-30.png,Q,Start on the left and work to the right. There are two alternating sequences of letters - one starts with A and moves through the alphabet 5 letters at a time. The other starts on H and moves through the alphabet 3 letters at a time.
https://www.indiabix.com/_files/images/puzzles/10-17-q-7.png,B,"Working from top to bottom, replace each letter with its numerical value and read each pair of numbers as a 2 digit number. Numbers follow the sequence of multiples of 9, from 27 to 72."
https://www.indiabix.com/_files/images/puzzles/10-17-q-8.png,V,"Start at the top, and work through the triangle in horizontal rows, from top to bottom, left to right. Letters move through the alphabet 5 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-17-q-10.png,Y,"Start with the outer segment in the top left, and move anti-clockwise. Letters advance through the alphabet in steps of 6, then 7, then 8. Continue around the outer segments of the diagram, then move in an anti-clockwise direction around the inner segments."
https://www.indiabix.com/_files/images/puzzles/10-17-q-11.png,R,"Working from top to bottom, letters move through the alphabet in steps of 2, then 3, then 2 etc."
https://www.indiabix.com/_files/images/puzzles/10-17-q-14.png,I,"Starting with the top two segments, the sum of the numerical values of letters in adjoining segments equals 20."
https://www.indiabix.com/_files/images/puzzles/10-17-q-19.png,V,"Start with the top segment of the top left square, and move directly downwards. Each group of 4 letters follows the alphabetic sequence, in steps of 5 letters at a time. Taking other straight lines vertically and horizontally through the diagram, letters follow the same pattern."
https://www.indiabix.com/_files/images/puzzles/10-17-q-22.png,U,"Starting with the top left letter, and moving clockwise around the others, letters advance through the alphabet in steps given by the numerical value of the central letter (6)."
https://www.indiabix.com/_files/images/puzzles/10-17-q-26.png,F,"In each group of 3 boxes, calculate the difference in numerical values between the top two letters, and add 1 to give the value of the letter in the lower box."
https://www.indiabix.com/_files/images/puzzles/10-17-q-27.png,U,"Starting in the top left of the diagram, and working in columns, from top to bottom, letters follow the alphabetical sequence, advancing 2 letters, then 4, then 6, then 8 etc."
https://www.indiabix.com/_files/images/puzzles/10-18-q-5.png,B,"Start at the top of the diagram, and move clockwise. Letters appear in alphabetical order, in steps of 10 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-18-q-8.png,H,"In each diagram, add the numerical value of the upper right and left letters to the lower right and left letters, to give the letters in the centre of the columns. Calculate the difference between these middle letters to give the value of the letter right at the centre."
https://www.indiabix.com/_files/images/puzzles/10-18-q-10.png,F,"Start in the top left of the diagram and move to the right, then down one row and to the left, and finally to the right again. Letters are written in alphabetic order, in steps of 5 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-18-q-12.png,C,"Start with the A in the bottom left corner, and move in a clockwise spiral around the diagram towards the centre. Letters are written in alphabetic order, in steps of 6 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-18-q-15.png,P,"Start with the top left grid and move around the others in a clockwise spiral towards the centre. Letters follow alphabetic sequences, skipping 1, 2, 3 and 4 letters at a time, with their relative positions in each grid rotating 1/4 turn clockwise each time."
https://www.indiabix.com/_files/images/puzzles/10-18-q-20.png,T,"In each row, add together the numerical values of the pairs of letters to the left and right, then calculate their difference, putting the letter with this numerical value in the centre space."
https://www.indiabix.com/_files/images/puzzles/10-18-q-22.png,K,"Start on the left hand side, and move clockwise around the diagram. Letters advance through the alphabet 9 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-18-q-25.png,M,"Working in rows, from top to bottom, the sum of the numerical values of the letters follows the sequence 16, 18, 20, 22, 24."
https://www.indiabix.com/_files/images/puzzles/10-19-q-3.png,Z,"Start on the top left of the diagram, and move from left to right, top row to bottom row. Letters advance through the alphabet in steps of 6, 7 then 8, before repeating this pattern."
https://www.indiabix.com/_files/images/puzzles/10-19-q-4.png,Q,"Starting on the top left, and moving around the whole diagram in an anti- clockwise direction, outside then inside, letters advance through the alphabet 5 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-19-q-8.png,G,"Start at the top of the triangle and move anti-clockwise around it. Letters move through the alphabet in steps of 3, 4, 5, 6 etc."
https://www.indiabix.com/_files/images/puzzles/10-19-q-10.png,D,"Start with the H in the top left segment, and move clockwise around the shape, alternating between outer segment then inner segment. Letters advance through the alphabet 6 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-19-q-14.png,L,"Starting with H and moving anti-clockwise, letters advance through the alphabet in steps of 10, then 8, then 6 etc."
https://www.indiabix.com/_files/images/puzzles/10-19-q-18.png,J,"As you move down, add the number of straight lines in the first letter to the numerical value of that letter to give the next one down."
https://www.indiabix.com/_files/images/puzzles/10-19-q-19.png,F,"Start with the A in the top left hand segment, and move in straight vertical lines, from top to bottom, left to right. Letters follow the alphabetic sequence, skipping 1 letter, then 2, then 3 etc."
https://www.indiabix.com/_files/images/puzzles/10-19-q-21.png,E,"Start at the top left, and move around the diagram in a Z shape. The numerical value of the letters increases alternately by 6, then 3."
https://www.indiabix.com/_files/images/puzzles/10-19-q-22.png,E,"Convert each letter to its numerical value, and split the diagram into rows, reading each row as a 2 or 3 digit value. The value represented by the middle line of the diagram equals the sum of the upper value and lower value."
https://www.indiabix.com/_files/images/puzzles/10-19-q-25.png,K,"Working through the diagram in columns, from top to bottom, letters move through the alphabet in steps of 5 for the left hand column, 7 for the next one, then 9, then 11."
https://www.indiabix.com/_files/images/puzzles/10-19-q-26.png,O,"In each diagram, add the numerical values of the top 2 letters together, divide this by 2 and subtract 2 to give the numerical value of the lower letter."
https://www.indiabix.com/_files/images/puzzles/10-19-q-28.png,A,"Split the diagram in half, horizontally and vertically, into quarters. Start in the top left cell of each quarter, and move around it in a clockwise spiral towards the centre. Letters are written in alternate segments, moving forward 7 letters at a time for the top left quarter, 6 letters for the top right, 5 letters for the lower right, and 4 letters for the lower left."
https://www.indiabix.com/_files/images/puzzles/10-19-q-30.png,C,The sum of the numerical values of the letters in each column of the diagram equals 29.
https://www.indiabix.com/_files/images/puzzles/10-20-q-1.png,U,The sum of the numerical values of the letters in opposite segments of the circle equals 26.
https://www.indiabix.com/_files/images/puzzles/10-20-q-2.png,J,"Start with the letter J in the top left square, and move clockwise around the other squares. Letters follow the alphabetic sequence, skipping 4 letters at a time. Start with the X in the inner square in the top left, and move clockwise. These inner letters also follow the alphabetic sequence, skipping 5 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-20-q-6.png,D,"Split the diagram horizontally into 3 rows, each 2 circles high. Start with the top left circle in each row, and move one space to the right, alternating down and up. Letters advance through the alphabet 5 letters at a time for the upper double row, 6 letters at a time for the central row, and 7 letters at a time for the bottom row."
https://www.indiabix.com/_files/images/puzzles/10-20-q-8.png,X,"Start at the top left and move to the right, then down one row and to the left etc in a snakes and ladders pattern. Letters advance through the alphabet 9 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-20-q-11.png,5,"In each circle, the digit is equal to the number of straight lines used to write the two letters in the same circle."
https://www.indiabix.com/_files/images/puzzles/10-20-q-13.png,B,Start with the J in the top left and move anti-clockwise around the shape in an hourglass shape. Letters advance through the alphabet in steps of 11 letters at a time.
https://www.indiabix.com/_files/images/puzzles/10-20-q-16.png,O,"Using the letters in the top right circle as a source, add 4 to the numerical values of each letter to give the letters in corresponding segments of the middle circle, and subtract 5 from the values to give the letters in corresponding segments of the bottom circle."
https://www.indiabix.com/_files/images/puzzles/10-20-q-18.png,F M R,"Starting at the top and working down, add 5 to the numerical value of any even numbered letter, and add 7 to the numerical value of any odd numbered letter to give the letters in the space below."
https://www.indiabix.com/_files/images/puzzles/10-20-q-19.png,L,"Starting with the letters in segments of the top left circle, add 3 to the numerical values of the letters, and write the results in the top right circle, with the relative positions of the letters moving 1/4 turn clockwise. Repeat this pattern, adding 4 to the values of the letters for the lower right hand circle, and adding 5 for the letters in the lower left hand circle, putting the results in the segments 1/4 turn clockwise each time."
https://www.indiabix.com/_files/images/puzzles/10-20-q-21.png,U,"Starting at the top and working in diagonal lines from top right to bottom left, letters alternately increase in value by 9, then decrease by 3."
https://www.indiabix.com/_files/images/puzzles/10-20-q-23.png,Q,"In each diagram, start with the letter in the top left and move clockwise around the others. Letters advance through the alphabet in steps given by the numerical value of the central letter."
https://www.indiabix.com/_files/images/puzzles/10-20-q-24.png,N,The sum of the numerical values of the letters around each star is always 55.
https://www.indiabix.com/_files/images/puzzles/10-20-q-25.png,I,"Starting on the left, and moving along the diagram to the right, letters move through the alphabet in steps of 5, then 3, then 7, repeating this sequence."
